date,purchase_id,state,city,salesperson,product,product_id,price,customer_name,client_gender,payment_method
2024-09-11 09:18:08.865965,1170,Florida,Orlando,Olivia Taylor,iPhone,3.0,999.0,Lauren Anderson,female,Credit Card
2024-09-11 13:58:11.012410,1956,Florida,Orlando,Sarah Davis,iPhone,3.0,999.0,Judith Gaughan,female,Credit Card
2024-09-11 14:00:07.143061,525,Colorado,Denver,James Wilson,MacBook,0.0,1299.0,Dorothy Jones,female,Debit Card
2024-09-12 08:02:08.217006,901,Texas,Austin,Jessica Moore,Apple Watch,2.0,399.0,Blake Burnside,male,Debit Card
2024-09-12 09:15:07.046509,496,Texas,Austin,Jessica Moore,AirPods,4.0,199.0,Guy Lewis,male,Credit Card
2024-09-12 15:11:06.761291,379,New York,New York,Michael Brown,AirPods,4.0,199.0,Christopher Bateman,male,Cash
2024-09-13 10:30:08.769131,1134,Florida,Orlando,Olivia Taylor,AirPods,4.0,199.0,Crystal Adams,female,Debit Card
2024-09-13 10:31:10.339556,1675,Colorado,Denver,John Miller,AirPods,4.0,199.0,James Replogle,male,Bank Transfer
2024-09-14 11:32:10.618045,1786,Colorado,Denver,James Wilson,iPad,1.0,499.0,Isabel Barrington,female,Cash
2024-09-14 12:46:07.377461,619,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Claude Brown,male,Credit Card
2024-09-14 15:31:09.443147,1382,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Susan Mendoza,female,Debit Card
2024-09-14 15:53:10.317092,1665,Florida,Orlando,Sarah Davis,iPhone,3.0,999.0,Mildred Hodgdon,female,Cash
2024-09-14 15:57:06.798645,400,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Brent Ward,male,Bank Transfer
2024-09-14 16:34:08.890099,1190,Washington,Olympia,Matthew Clark,Apple Watch,2.0,399.0,Benjamin Cano,male,Credit Card
2024-09-14 17:52:08.320491,940,New York,New York,Emily Johnson,Apple Watch,2.0,399.0,Carl Murphy,male,Credit Card
2024-09-15 07:51:07.234160,567,Washington,Olympia,Ashley Harris,iPad,1.0,499.0,Kathy Livoti,female,Bank Transfer
2024-09-15 08:06:07.506953,680,Texas,Austin,Jessica Moore,Apple Watch,2.0,399.0,Stefanie Mccullers,female,Debit Card
2024-09-15 15:26:05.882404,51,Washington,Olympia,Ashley Harris,Apple Watch,2.0,399.0,Mary Schmidt,female,Credit Card
2024-09-15 17:01:09.338094,1362,Florida,Orlando,Olivia Taylor,AirPods,4.0,199.0,Robert Canty,male,Debit Card
2024-09-16 09:39:08.539971,1031,Texas,Austin,Daniel Dean,iPhone,3.0,999.0,Lucie Sanges,female,Credit Card
2024-09-16 10:04:07.047743,498,Colorado,Denver,James Wilson,iPhone,3.0,999.0,David Perry,male,Cash
2024-09-16 13:23:09.189889,1315,Florida,Orlando,Sarah Davis,iPhone,3.0,999.0,Gerald Manheim,male,Debit Card
2024-09-16 15:14:09.918874,1518,Texas,Austin,Jessica Moore,AirPods,4.0,199.0,Mickey Engle,male,Bank Transfer
2024-09-16 18:13:09.241972,1319,Texas,Austin,Daniel Dean,Apple Watch,2.0,399.0,Max Jones,male,Bank Transfer
2024-09-17 08:09:10.714318,1814,Colorado,Denver,John Miller,iPhone,3.0,999.0,Larry Sanders,male,Credit Card
2024-09-17 09:58:09.083321,1271,Colorado,Denver,John Miller,AirPods,4.0,199.0,Lynn Wiliams,female,Debit Card
2024-09-17 10:21:10.942382,1929,Colorado,Denver,James Wilson,iPhone,3.0,999.0,Arthur Chatcho,male,Cash
2024-09-17 11:29:10.817116,1865,Washington,Olympia,Matthew Clark,Apple Watch,2.0,399.0,Jorge Johnson,male,Credit Card
2024-09-17 13:05:08.412347,984,Texas,Austin,Daniel Dean,Apple Watch,2.0,399.0,Karen Herzberger,female,Bank Transfer
2024-09-17 13:11:07.222936,561,New York,New York,Michael Brown,MacBook,0.0,1299.0,Leo Edwards,male,Bank Transfer
2024-09-17 14:10:07.174335,540,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Thomas Owens,male,Debit Card
2024-09-17 15:57:06.580140,293,Colorado,Denver,John Miller,iPad,1.0,499.0,Gilda Bagwell,female,Cash
2024-09-18 11:57:05.774335,12,Washington,Olympia,Matthew Clark,iPhone,3.0,999.0,Rodney Hernandez,male,Bank Transfer
2024-09-18 12:30:09.916649,1514,New York,New York,Michael Brown,iPhone,3.0,999.0,Frances Diaz,female,Bank Transfer
2024-09-18 14:15:08.537692,1028,Florida,Orlando,Olivia Taylor,Apple Watch,2.0,399.0,Judy Lander,female,Cash
2024-09-18 14:19:07.320679,600,New York,New York,Emily Johnson,MacBook,0.0,1299.0,Gary Mchale,male,Cash
2024-09-18 16:57:07.149593,531,New York,New York,Michael Brown,iPad,1.0,499.0,Rita Braatz,female,Cash
2024-09-18 18:18:06.710209,352,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Edward Belcher,male,Credit Card
2024-09-19 14:27:07.600716,721,Colorado,Denver,James Wilson,iPad,1.0,499.0,Willis Nash,male,Credit Card
2024-09-19 17:33:09.064911,1265,Washington,Olympia,Ashley Harris,AirPods,4.0,199.0,Doris Cason,female,Debit Card
2024-09-19 18:11:08.832034,1158,Texas,Austin,Daniel Dean,MacBook,0.0,1299.0,Susan Dupree,female,Debit Card
2024-09-19 18:34:10.773765,1834,Washington,Olympia,Matthew Clark,iPad,1.0,499.0,Jeffrey Mancuso,male,Debit Card
2024-09-20 07:41:10.958999,1930,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Jimmie Connors,male,Cash
2024-09-20 09:14:11.090872,1985,New York,New York,Michael Brown,iPhone,3.0,999.0,Ben Taylor,male,Debit Card
2024-09-20 13:46:11.015608,1957,Colorado,Denver,John Miller,iPhone,3.0,999.0,Cherie Sorensen,female,Bank Transfer
2024-09-21 07:50:08.888518,1180,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,Carolyn Brooks,female,Debit Card
2024-09-21 09:24:06.974677,461,New York,New York,Michael Brown,iPad,1.0,499.0,John Frazier,male,Cash
2024-09-21 09:29:09.323990,1350,Florida,Orlando,Sarah Davis,Apple Watch,2.0,399.0,Gloria Quinones,female,Bank Transfer
2024-09-21 09:50:08.949579,1212,Washington,Olympia,Ashley Harris,MacBook,0.0,1299.0,Athena Evans,female,Bank Transfer
2024-09-21 10:54:08.714908,1083,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,Patricia Carlson,female,Debit Card
2024-09-21 11:07:08.595043,1048,Washington,Olympia,Ashley Harris,iPhone,3.0,999.0,Linda Venzke,female,Cash
2024-09-21 11:21:10.577623,1769,Texas,Austin,Daniel Dean,AirPods,4.0,199.0,Patricia Williams,female,Debit Card
2024-09-21 11:24:06.259464,211,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Kim Weiss,female,Bank Transfer
2024-09-22 07:46:10.695466,1804,New York,New York,Michael Brown,AirPods,4.0,199.0,Patricia Ovando,female,Bank Transfer
2024-09-22 14:17:08.972486,1218,New York,New York,Emily Johnson,iPad,1.0,499.0,John Adams,male,Bank Transfer
2024-09-22 15:34:06.012560,119,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Kevin Shavers,male,Bank Transfer
2024-09-22 17:47:08.707009,1070,Colorado,Denver,James Wilson,AirPods,4.0,199.0,Kim Crump,female,Cash
2024-09-22 17:56:08.708583,1073,New York,New York,Michael Brown,iPhone,3.0,999.0,Bryan Mata,male,Debit Card
2024-09-23 11:04:05.806529,17,New York,New York,Emily Johnson,AirPods,4.0,199.0,Buster Limon,male,Credit Card
2024-09-23 11:26:08.782469,1140,Washington,Olympia,Matthew Clark,MacBook,0.0,1299.0,Bernarda Dossantos,female,Credit Card
2024-09-23 12:20:06.204818,185,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,Dorothy Swenson,female,Bank Transfer
2024-09-23 16:38:06.969581,454,New York,New York,Michael Brown,iPhone,3.0,999.0,Scott Dunning,male,Cash
2024-09-23 18:18:08.522087,1011,Colorado,Denver,James Wilson,iPhone,3.0,999.0,Dottie Clements,female,Credit Card
2024-09-24 11:15:09.158671,1301,New York,New York,Emily Johnson,MacBook,0.0,1299.0,Phillip Smith,male,Bank Transfer
2024-09-24 13:12:06.081909,139,New York,New York,Michael Brown,Apple Watch,2.0,399.0,Jeremy Reed,male,Bank Transfer
2024-09-24 14:14:10.928604,1914,Florida,Orlando,Sarah Davis,AirPods,4.0,199.0,Shasta Hammond,female,Bank Transfer
2024-09-24 14:40:06.791745,398,Colorado,Denver,John Miller,AirPods,4.0,199.0,Esther Farney,female,Credit Card
2024-09-24 15:46:08.144792,891,Colorado,Denver,John Miller,MacBook,0.0,1299.0,Elijah Giard,male,Cash
2024-09-24 16:23:10.367795,1684,Colorado,Denver,James Wilson,AirPods,4.0,199.0,Henry Rosebrough,male,Cash
2024-09-24 16:24:07.019608,487,Florida,Orlando,Sarah Davis,MacBook,0.0,1299.0,Millicent Baer,female,Credit Card
2024-09-24 16:58:06.315844,228,New York,New York,Michael Brown,AirPods,4.0,199.0,Margaret Roberge,female,Credit Card
2024-09-25 12:38:07.127161,519,New York,New York,Emily Johnson,Apple Watch,2.0,399.0,Leland Stutes,male,Bank Transfer
2024-09-25 15:18:08.822062,1147,New York,New York,Emily Johnson,iPad,1.0,499.0,Harry Garcia,male,Cash
2024-09-25 16:35:06.581377,294,Colorado,Denver,John Miller,Apple Watch,2.0,399.0,Gary Carron,male,Credit Card
2024-09-25 16:37:08.320660,942,Washington,Olympia,Ashley Harris,AirPods,4.0,199.0,Ann Grimes,female,Bank Transfer
2024-09-26 08:27:08.594122,1043,Colorado,Denver,John Miller,AirPods,4.0,199.0,Maryanne Allen,female,Cash
2024-09-26 08:49:05.769751,3,Texas,Austin,Jessica Moore,Apple Watch,2.0,399.0,David Young,male,Debit Card
2024-09-26 15:06:05.892313,57,Colorado,Denver,John Miller,AirPods,4.0,199.0,Tamara Patterson,female,Bank Transfer
2024-09-26 17:34:06.875187,425,New York,New York,Michael Brown,Apple Watch,2.0,399.0,Claudia Timm,female,Bank Transfer
2024-09-26 17:56:07.110040,516,Texas,Austin,Jessica Moore,Apple Watch,2.0,399.0,Victor Dellano,male,Debit Card
2024-09-26 18:20:08.870343,1176,Washington,Olympia,Ashley Harris,MacBook,0.0,1299.0,Glen Carr,male,Debit Card
2024-09-27 10:47:05.994082,115,Florida,Orlando,Sarah Davis,iPad,1.0,499.0,Juan Peltier,male,Debit Card
2024-09-27 12:15:07.333662,609,New York,New York,Michael Brown,Apple Watch,2.0,399.0,Mary Wallace,female,Debit Card
2024-09-27 13:40:07.299024,586,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Catherine Coy,female,Cash
2024-09-28 13:33:08.705339,1068,Colorado,Denver,James Wilson,iPad,1.0,499.0,Marcus Sylvester,male,Cash
2024-09-28 14:35:08.519707,1008,New York,New York,Michael Brown,iPhone,3.0,999.0,Aisha Ramos,female,Debit Card
2024-09-28 16:48:09.459499,1390,Colorado,Denver,John Miller,MacBook,0.0,1299.0,Jerry Frost,male,Cash
2024-09-28 17:13:06.976193,465,Colorado,Denver,John Miller,Apple Watch,2.0,399.0,Tina Johnson,female,Debit Card
2024-09-29 07:53:07.058615,505,Florida,Orlando,Sarah Davis,AirPods,4.0,199.0,Brandon Deal,male,Debit Card
2024-09-29 14:02:06.587190,298,New York,New York,Michael Brown,MacBook,0.0,1299.0,Andrew Collins,male,Credit Card
2024-09-29 14:04:08.327971,947,Florida,Orlando,Olivia Taylor,Apple Watch,2.0,399.0,Jared Fields,male,Credit Card
2024-09-29 17:11:10.731883,1825,New York,New York,Emily Johnson,iPhone,3.0,999.0,Leroy Barkdoll,male,Debit Card
2024-09-30 08:51:08.380846,974,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Todd Merrill,male,Cash
2024-09-30 10:28:07.332132,605,Texas,Austin,Jessica Moore,Apple Watch,2.0,399.0,Iva Cabrera,female,Credit Card
2024-09-30 12:53:07.643100,752,Florida,Orlando,Sarah Davis,iPad,1.0,499.0,Anthony Ford,male,Bank Transfer
2024-09-30 13:13:08.683279,1066,Colorado,Denver,James Wilson,iPhone,3.0,999.0,James Nehlsen,male,Debit Card
2024-09-30 13:19:08.893102,1194,Texas,Austin,Daniel Dean,iPhone,3.0,999.0,Amanda Freeman,female,Cash
2024-09-30 16:37:06.578574,292,Colorado,Denver,James Wilson,AirPods,4.0,199.0,Peter Carmack,male,Cash
2024-10-01 08:03:08.993780,1221,New York,New York,Emily Johnson,Apple Watch,2.0,399.0,Hazel Kennedy,female,Credit Card
2024-10-01 09:25:09.324822,1353,Florida,Orlando,Sarah Davis,AirPods,4.0,199.0,John Keyser,male,Debit Card
2024-10-01 14:48:10.778017,1843,New York,New York,Emily Johnson,iPad,1.0,499.0,Kelvin Urie,male,Debit Card
2024-10-01 14:59:10.772415,1832,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Mandy Reece,female,Bank Transfer
2024-10-01 18:20:08.094262,877,Washington,Olympia,Ashley Harris,iPhone,3.0,999.0,Michelle Cuzco,female,Credit Card
2024-10-02 07:48:08.641175,1058,Texas,Austin,Jessica Moore,iPad,1.0,499.0,George Bronsky,male,Credit Card
2024-10-02 08:24:06.865704,422,Florida,Orlando,Olivia Taylor,Apple Watch,2.0,399.0,Stephen Stuckey,male,Credit Card
2024-10-02 08:38:10.977342,1947,Texas,Austin,Daniel Dean,AirPods,4.0,199.0,Odessa Gordon,female,Credit Card
2024-10-02 15:28:06.780106,388,Texas,Austin,Jessica Moore,iPhone,3.0,999.0,Henry Maynard,male,Cash
2024-10-03 11:23:10.188181,1630,Colorado,Denver,James Wilson,AirPods,4.0,199.0,Henry Percell,male,Cash
2024-10-03 12:24:05.836072,27,Washington,Olympia,Matthew Clark,Apple Watch,2.0,399.0,Eugene Prior,male,Cash
2024-10-04 08:20:08.537597,1027,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,Frank Fisher,male,Credit Card
2024-10-04 09:16:10.959710,1931,Florida,Orlando,Sarah Davis,AirPods,4.0,199.0,Regina Sigler,female,Bank Transfer
2024-10-04 10:58:10.721711,1823,Colorado,Denver,James Wilson,iPhone,3.0,999.0,Ruth Osler,female,Cash
2024-10-04 11:18:08.110891,880,Texas,Austin,Daniel Dean,iPhone,3.0,999.0,Bernadette Ross,female,Cash
2024-10-04 15:03:10.308164,1663,New York,New York,Emily Johnson,iPad,1.0,499.0,Justin Quach,male,Cash
2024-10-04 16:01:08.315734,930,New York,New York,Michael Brown,AirPods,4.0,199.0,Dawn Maldonado,female,Bank Transfer
2024-10-04 18:06:09.488840,1400,Colorado,Denver,James Wilson,AirPods,4.0,199.0,Connie Mcclain,female,Debit Card
2024-10-05 08:15:08.837243,1162,Colorado,Denver,James Wilson,iPhone,3.0,999.0,Jesus Defabio,male,Debit Card
2024-10-05 09:14:08.072349,863,Texas,Austin,Daniel Dean,AirPods,4.0,199.0,James Hail,male,Credit Card
2024-10-05 16:34:05.874133,44,Colorado,Denver,James Wilson,MacBook,0.0,1299.0,Julie Lamb,female,Cash
2024-10-05 16:54:08.527696,1015,Washington,Olympia,Matthew Clark,iPhone,3.0,999.0,Kristy King,female,Cash
2024-10-05 18:33:10.806500,1854,New York,New York,Michael Brown,AirPods,4.0,199.0,Barbara Karr,female,Cash
2024-10-06 09:21:07.333748,610,New York,New York,Michael Brown,iPad,1.0,499.0,Annie Bowden,female,Credit Card
2024-10-06 12:55:09.636786,1442,Texas,Austin,Jessica Moore,iPhone,3.0,999.0,Cody Patton,male,Cash
2024-10-06 14:08:09.379329,1370,Florida,Orlando,Sarah Davis,iPhone,3.0,999.0,Shirley Brown,female,Bank Transfer
2024-10-07 13:24:06.999987,476,Florida,Orlando,Sarah Davis,Apple Watch,2.0,399.0,Stanley Howard,male,Credit Card
2024-10-07 14:58:09.532458,1408,Washington,Olympia,Ashley Harris,MacBook,0.0,1299.0,Dorothy Handy,female,Credit Card
2024-10-07 16:59:08.316347,932,Florida,Orlando,Olivia Taylor,Apple Watch,2.0,399.0,David Solano,male,Bank Transfer
2024-10-07 18:24:09.110459,1285,Florida,Orlando,Sarah Davis,MacBook,0.0,1299.0,Theresa Riveria,female,Bank Transfer
2024-10-08 10:38:07.577696,710,Texas,Austin,Jessica Moore,iPhone,3.0,999.0,Jennifer Lankford,female,Debit Card
2024-10-08 12:54:05.823225,21,Washington,Olympia,Ashley Harris,AirPods,4.0,199.0,Pearl Ortiz,female,Credit Card
2024-10-08 13:45:09.163074,1303,Washington,Olympia,Ashley Harris,AirPods,4.0,199.0,Darryl Tierney,male,Credit Card
2024-10-09 10:35:10.975822,1946,New York,New York,Michael Brown,Apple Watch,2.0,399.0,Austin Spriggs,male,Debit Card
2024-10-09 12:01:11.018453,1965,Texas,Austin,Jessica Moore,AirPods,4.0,199.0,Jose Nock,male,Debit Card
2024-10-09 16:41:10.098659,1588,New York,New York,Michael Brown,iPhone,3.0,999.0,Delmar Warren,male,Credit Card
2024-10-09 17:42:10.440730,1715,Texas,Austin,Daniel Dean,iPhone,3.0,999.0,Susan Dunn,female,Cash
2024-10-10 08:06:10.645999,1789,Florida,Orlando,Olivia Taylor,MacBook,0.0,1299.0,Roscoe Bowser,male,Credit Card
2024-10-10 08:59:06.378320,242,Florida,Orlando,Olivia Taylor,iPad,1.0,499.0,Betty Eatmon,female,Debit Card
2024-10-10 10:50:09.794886,1478,New York,New York,Emily Johnson,iPad,1.0,499.0,William Dreessen,male,Cash
2024-10-10 14:59:05.842433,34,Texas,Austin,Jessica Moore,iPad,1.0,499.0,Edwina Eddy,female,Cash
2024-10-10 15:00:08.373707,966,Florida,Orlando,Sarah Davis,iPad,1.0,499.0,Josephine Hall,female,Credit Card
2024-10-10 16:31:07.858234,801,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,Shayna Pollock,female,Cash
2024-10-10 17:07:08.528421,1017,Florida,Orlando,Sarah Davis,AirPods,4.0,199.0,Mable Hill,female,Cash
2024-10-10 17:13:06.710820,354,New York,New York,Emily Johnson,AirPods,4.0,199.0,Amalia Montague,female,Credit Card
2024-10-10 17:27:08.404397,979,Colorado,Denver,James Wilson,Apple Watch,2.0,399.0,Robin Glass,female,Credit Card
2024-10-11 09:21:05.838242,30,Florida,Orlando,Sarah Davis,Apple Watch,2.0,399.0,Troy Lindner,male,Cash
2024-10-11 16:35:10.098983,1589,New York,New York,Emily Johnson,MacBook,0.0,1299.0,Enrique Gordon,male,Cash
2024-10-11 18:18:06.713009,358,Texas,Austin,Jessica Moore,AirPods,4.0,199.0,Allene Harless,female,Bank Transfer
2024-10-12 11:27:05.844269,37,Texas,Austin,Jessica Moore,MacBook,0.0,1299.0,George Jacob,male,Bank Transfer
2024-10-12 11:28:10.320516,1666,Washington,Olympia,Matthew Clark,Apple Watch,2.0,399.0,Wendy Nunez,female,Debit Card
2024-10-12 11:50:07.472063,656,Colorado,Denver,James Wilson,iPad,1.0,499.0,Mary Parker,female,Bank Transfer
2024-10-12 15:08:11.054516,1978,Washington,Olympia,Ashley Harris,Apple Watch,2.0,399.0,Kenneth Cagle,male,Cash
2024-10-12 15:24:11.055820,1981,Florida,Orlando,Olivia Taylor,iPhone,3.0,999.0,Steven Teig,male,Debit Card
2024-10-12 16:03:08.967822,1217,Colorado,Denver,John Miller,iPhone,3.0,999.0,Sean Mabon,male,Cash
2024-10-12 16:04:08.967613,1215,Texas,Austin,Daniel Dean,AirPods,4.0,199.0,Donald Scott,male,Debit Card
2024-10-12 16:22:07.461864,652,New York,New York,Emily Johnson,Apple Watch,2.0,399.0,Stanley Rose,male,Debit Card
2024-10-12 16:28:07.675130,762,Florida,Orlando,Sarah Davis,MacBook,0.0,1299.0,Joseph Steward,male,Credit Card
